customer_id,recency_invoice,frequency,total_spending,R_score,F_score,S_score,RFS_code,RFS_total,RFS_segment
553,,,43575.0,,,5,---,5,No Basket History
554,12147572.0,1.0,14096.0,5,1,2,512,8,Promising
556,7015336.0,3.0,42358.0,2,3,5,235,10,High Spenders
557,11655696.0,4.0,27427.0,5,4,4,544,13,Champions
558,,,24712.0,,,4,---,4,No Basket History
559,9624869.0,3.0,25006.0,3,3,4,334,10,High Spenders
561,5421145.0,1.0,19987.0,1,1,3,113,5,Hibernating
562,5117691.0,3.0,39737.0,1,3,5,135,9,Need Attention
563,,,12191.0,,,1,---,1,No Basket History
565,,,13924.0,,,2,---,2,No Basket History
566,3443065.0,1.0,15238.0,1,1,2,112,4,Hibernating
568,7470120.0,2.0,17420.0,2,2,2,222,6,Hibernating
569,11628641.0,5.0,11196.0,5,4,1,541,10,Loyal Visitors
570,4701453.0,1.0,61800.0,1,1,5,115,7,At Risk
571,11431615.0,3.0,38615.0,4,3,5,435,12,High Spenders
573,7661160.0,5.0,28027.0,2,4,4,244,10,High Spenders
574,3716870.0,1.0,13736.0,1,1,2,112,4,Hibernating
575,5681106.0,1.0,20659.0,1,1,3,113,5,Hibernating
576,,,53213.0,,,5,---,5,No Basket History
577,6611846.0,1.0,13027.0,2,1,1,211,4,Hibernating
578,11763369.0,9.0,27933.0,5,5,4,554,14,Champions
579,1175525.0,1.0,29273.0,1,1,4,114,6,Hibernating
580,11424464.0,3.0,55650.0,4,3,5,435,12,High Spenders
581,10906572.0,1.0,24199.0,4,1,4,414,9,Promising
582,11889589.0,8.0,53112.0,5,5,5,555,15,Champions
583,,,13568.0,,,2,---,2,No Basket History
584,8966154.0,5.0,24191.0,3,4,4,344,11,High Spenders
585,1328757.0,1.0,9870.0,1,1,1,111,3,Hibernating
586,,,10994.0,,,1,---,1,No Basket History
587,10933619.0,2.0,16687.0,4,2,2,422,8,Promising
588,,,22650.0,,,3,---,3,No Basket History
589,11135395.0,1.0,23427.0,4,1,4,414,9,Promising
590,,,20754.0,,,3,---,3,No Basket History
591,,,62896.0,,,5,---,5,No Basket History
592,11156338.0,3.0,15525.0,4,3,2,432,9,Promising
593,8983838.0,3.0,11913.0,3,3,1,331,7,Need Attention
594,12185936.0,9.0,14665.0,5,5,2,552,12,Loyal Visitors
595,4764147.0,3.0,46137.0,1,3,5,135,9,Need Attention
596,9443669.0,8.0,28024.0,3,5,4,354,12,High Spenders
597,6871320.0,1.0,20897.0,2,1,3,213,6,Hibernating
598,,,22135.0,,,3,---,3,No Basket History
603,10684302.0,4.0,7788.0,4,4,1,441,9,Promising
604,11779841.0,6.0,20548.0,5,5,3,553,13,Champions
605,11325979.0,4.0,20613.0,4,4,3,443,11,Loyal Visitors
606,,,17627.0,,,3,---,3,No Basket History
609,,,34106.0,,,5,---,5,No Basket History
611,5791110.0,1.0,12527.0,1,1,1,111,3,Hibernating
613,10781977.0,1.0,24110.0,4,1,4,414,9,Promising
614,11269708.0,4.0,12779.0,4,4,1,441,9,Promising
615,10530159.0,1.0,34653.0,4,1,5,415,10,High Spenders
617,4484888.0,2.0,12554.0,1,2,1,121,4,Hibernating
618,5238124.0,3.0,8294.0,1,3,1,131,5,Hibernating
619,8538566.0,4.0,23695.0,2,4,4,244,10,High Spenders
621,,,21356.0,,,3,---,3,No Basket History
622,5399506.0,1.0,13444.0,1,1,2,112,4,Hibernating
623,8846756.0,4.0,9544.0,3,4,1,341,8,Need Attention
624,4991622.0,3.0,7578.0,1,3,1,131,5,Hibernating
625,3317890.0,1.0,12741.0,1,1,1,111,3,Hibernating
626,10603283.0,4.0,11428.0,4,4,1,441,9,Promising
627,10001963.0,5.0,61050.0,3,4,5,345,12,High Spenders
628,8756050.0,4.0,28953.0,2,4,4,244,10,High Spenders
629,7093650.0,2.0,18231.0,2,2,3,223,7,At Risk
631,10464187.0,1.0,26478.0,4,1,4,414,9,Promising
632,457451.0,1.0,12971.0,1,1,1,111,3,Hibernating
633,2427347.0,2.0,15349.0,1,2,2,122,5,Hibernating
634,8541694.0,1.0,16670.0,2,1,2,212,5,Hibernating
635,8415772.0,3.0,15423.0,2,3,2,232,7,Need Attention
636,,,6149.0,,,1,---,1,No Basket History
637,12170113.0,8.0,5036.0,5,5,1,551,11,Loyal Visitors
638,12008786.0,5.0,27386.0,5,4,4,544,13,Champions
639,10685042.0,4.0,49774.0,4,4,5,445,13,Champions
640,10011862.0,3.0,22658.0,3,3,3,333,9,Need Attention
641,8635620.0,1.0,30469.0,2,1,4,214,7,At Risk
642,6201144.0,3.0,15097.0,2,3,2,232,7,Need Attention
643,,,20183.0,,,3,---,3,No Basket History
644,11508473.0,6.0,19364.0,5,5,3,553,13,Champions
645,7337415.0,2.0,15271.0,2,2,2,222,6,Hibernating
646,11590488.0,4.0,14609.0,5,4,2,542,11,Loyal Visitors
647,11065662.0,1.0,13472.0,4,1,2,412,7,Promising
648,8255022.0,2.0,23338.0,2,2,4,224,8,At Risk
650,,,13563.0,,,2,---,2,No Basket History
653,,,6750.0,,,1,---,1,No Basket History
654,9850612.0,2.0,38786.0,3,2,5,325,10,High Spenders
655,9724165.0,1.0,27447.0,3,1,4,314,8,At Risk
656,12070552.0,9.0,40842.0,5,5,5,555,15,Champions
657,8413146.0,2.0,16232.0,2,2,2,222,6,Hibernating
658,9210312.0,3.0,40566.0,3,3,5,335,11,High Spenders
659,10976228.0,4.0,12416.0,4,4,1,441,9,Promising
660,313067.0,1.0,19720.0,1,1,3,113,5,Hibernating
662,6841924.0,5.0,44209.0,2,4,5,245,11,High Spenders
663,11341806.0,3.0,13277.0,4,3,1,431,8,Promising
664,11368396.0,13.0,13530.0,4,5,2,452,11,Loyal Visitors
665,,,12055.0,,,1,---,1,No Basket History
666,5001332.0,1.0,16463.0,1,1,2,112,4,Hibernating
667,,,17113.0,,,2,---,2,No Basket History
668,9886613.0,3.0,10704.0,3,3,1,331,7,Need Attention
669,10161212.0,2.0,7643.0,3,2,1,321,6,Hibernating
670,,,10411.0,,,1,---,1,No Basket History
671,8938082.0,2.0,14440.0,3,2,2,322,7,At Risk
673,10322211.0,4.0,21102.0,3,4,3,343,10,Loyal Visitors
674,11950031.0,10.0,15414.0,5,5,2,552,12,Loyal Visitors
675,11954150.0,3.0,14724.0,5,3,2,532,10,Loyal Visitors
676,4699698.0,1.0,18509.0,1,1,3,113,5,Hibernating
677,7668454.0,1.0,23255.0,2,1,4,214,7,At Risk
678,10910088.0,6.0,11310.0,4,5,1,451,10,Loyal Visitors
679,1799164.0,1.0,21093.0,1,1,3,113,5,Hibernating
680,,,25026.0,,,4,---,4,No Basket History
681,11163908.0,5.0,19147.0,4,4,3,443,11,Loyal Visitors
682,10143162.0,12.0,13539.0,3,5,2,352,10,Loyal Visitors
685,12006714.0,13.0,19910.0,5,5,3,553,13,Champions
686,6229809.0,2.0,12550.0,2,2,1,221,5,Hibernating
687,9715810.0,3.0,10750.0,3,3,1,331,7,Need Attention
688,,,18981.0,,,3,---,3,No Basket History
689,8201042.0,6.0,14244.0,2,5,2,252,9,Need Attention
691,10761278.0,7.0,14626.0,4,5,2,452,11,Loyal Visitors
692,7968409.0,3.0,12954.0,2,3,1,231,6,Hibernating
694,8522291.0,3.0,35275.0,2,3,5,235,10,High Spenders
695,11518624.0,4.0,24372.0,5,4,4,544,13,Champions
696,,,12350.0,,,1,---,1,No Basket History
697,11377955.0,3.0,30103.0,4,3,4,434,11,High Spenders
699,11400389.0,8.0,14247.0,4,5,2,452,11,Loyal Visitors
700,8312827.0,3.0,17249.0,2,3,2,232,7,Need Attention
701,6878925.0,4.0,6734.0,2,4,1,241,7,Need Attention
703,6627089.0,1.0,25239.0,2,1,4,214,7,At Risk
704,11971880.0,14.0,11085.0,5,5,1,551,11,Loyal Visitors
705,4542308.0,1.0,27502.0,1,1,4,114,6,Hibernating
707,10980279.0,6.0,17891.0,4,5,3,453,12,Loyal Visitors
708,10514115.0,11.0,27676.0,4,5,4,454,13,Champions
709,9054235.0,1.0,22239.0,3,1,3,313,7,At Risk
710,7880041.0,5.0,17042.0,2,4,2,242,8,Need Attention
712,8435283.0,2.0,16191.0,2,2,2,222,6,Hibernating
713,,,9375.0,,,1,---,1,No Basket History
714,,,16875.0,,,2,---,2,No Basket History
715,4199630.0,1.0,15125.0,1,1,2,112,4,Hibernating
717,,,21475.0,,,3,---,3,No Basket History
718,11394199.0,7.0,15444.0,4,5,2,452,11,Loyal Visitors
719,,,19318.0,,,3,---,3,No Basket History
721,10014859.0,1.0,12888.0,3,1,1,311,5,Hibernating
722,,,9175.0,,,1,---,1,No Basket History
723,11041098.0,3.0,21128.0,4,3,3,433,10,Loyal Visitors
725,6102420.0,1.0,8805.0,2,1,1,211,4,Hibernating
726,,,19310.0,,,3,---,3,No Basket History
727,10637129.0,3.0,15415.0,4,3,2,432,9,Promising
728,10209769.0,1.0,21618.0,3,1,3,313,7,At Risk
729,9833282.0,2.0,13243.0,3,2,1,321,6,Hibernating
730,4328388.0,1.0,20200.0,1,1,3,113,5,Hibernating
731,9162917.0,3.0,14298.0,3,3,2,332,8,Need Attention
732,8501954.0,1.0,22030.0,2,1,3,213,6,Hibernating
733,5576649.0,3.0,13916.0,1,3,2,132,6,Hibernating
734,2492223.0,1.0,15454.0,1,1,2,112,4,Hibernating
735,11848644.0,3.0,35088.0,5,3,5,535,13,Champions
736,7735799.0,2.0,74276.0,2,2,5,225,9,At Risk
737,4442912.0,1.0,18366.0,1,1,3,113,5,Hibernating
738,11528796.0,5.0,19219.0,5,4,3,543,12,Loyal Visitors
739,2396758.0,1.0,5074.0,1,1,1,111,3,Hibernating
741,10842278.0,2.0,24088.0,4,2,4,424,10,High Spenders
742,11141233.0,2.0,6479.0,4,2,1,421,7,Promising
743,12163233.0,2.0,13546.0,5,2,2,522,9,Promising
744,11064439.0,2.0,15873.0,4,2,2,422,8,Promising
745,9556285.0,3.0,77403.0,3,3,5,335,11,High Spenders
746,3506080.0,1.0,21694.0,1,1,3,113,5,Hibernating
747,2927954.0,1.0,13273.0,1,1,1,111,3,Hibernating
748,,,26079.0,,,4,---,4,No Basket History
749,6204459.0,1.0,21683.0,2,1,3,213,6,Hibernating
752,11639888.0,3.0,8551.0,5,3,1,531,9,Promising
753,2891143.0,2.0,8482.0,1,2,1,121,4,Hibernating
754,,,39505.0,,,5,---,5,No Basket History
755,,,21966.0,,,3,---,3,No Basket History
757,11491312.0,7.0,51414.0,5,5,5,555,15,Champions
758,9851024.0,2.0,14190.0,3,2,2,322,7,At Risk
759,11874272.0,3.0,19895.0,5,3,3,533,11,Loyal Visitors
760,,,18735.0,,,3,---,3,No Basket History
761,1065291.0,1.0,18482.0,1,1,3,113,5,Hibernating
762,5279081.0,2.0,22878.0,1,2,3,123,6,Hibernating
763,12161180.0,4.0,10587.0,5,4,1,541,10,Loyal Visitors
764,11782401.0,6.0,22722.0,5,5,3,553,13,Champions
765,10182438.0,8.0,19088.0,3,5,3,353,11,Loyal Visitors
766,1887500.0,1.0,34140.0,1,1,5,115,7,At Risk
767,7137505.0,1.0,7448.0,2,1,1,211,4,Hibernating
768,11042684.0,3.0,22837.0,4,3,3,433,10,Loyal Visitors
769,10929620.0,2.0,19630.0,4,2,3,423,9,Promising
770,,,9370.0,,,1,---,1,No Basket History
771,5143439.0,1.0,13704.0,1,1,2,112,4,Hibernating
772,9684273.0,6.0,17060.0,3,5,2,352,10,Loyal Visitors
773,6734373.0,4.0,7986.0,2,4,1,241,7,Need Attention
776,11243346.0,4.0,63352.0,4,4,5,445,13,Champions
777,,,14859.0,,,2,---,2,No Basket History
779,11584855.0,5.0,33141.0,5,4,5,545,14,Champions
780,9513896.0,1.0,16888.0,3,1,2,312,6,Hibernating
781,,,17141.0,,,2,---,2,No Basket History
782,,,13690.0,,,2,---,2,No Basket History
783,12077223.0,4.0,13206.0,5,4,1,541,10,Loyal Visitors
785,8247868.0,2.0,28016.0,2,2,4,224,8,At Risk
787,1313539.0,1.0,29296.0,1,1,4,114,6,Hibernating
788,,,26871.0,,,4,---,4,No Basket History
789,9450434.0,2.0,7168.0,3,2,1,321,6,Hibernating
791,10504888.0,6.0,24985.0,4,5,4,454,13,Champions
792,7264623.0,4.0,14051.0,2,4,2,242,8,Need Attention
793,11458568.0,5.0,12569.0,5,4,1,541,10,Loyal Visitors
794,2476307.0,1.0,15962.0,1,1,2,112,4,Hibernating
795,10306095.0,1.0,21394.0,3,1,3,313,7,At Risk
797,9423236.0,5.0,25106.0,3,4,4,344,11,High Spenders
798,12105479.0,4.0,38796.0,5,4,5,545,14,Champions
799,10567700.0,4.0,17623.0,4,4,3,443,11,Loyal Visitors
800,6304690.0,1.0,52385.0,2,1,5,215,8,At Risk
803,,,16109.0,,,2,---,2,No Basket History
804,,,9726.0,,,1,---,1,No Basket History
805,10038961.0,3.0,16459.0,3,3,2,332,8,Need Attention
806,11522678.0,1.0,18008.0,5,1,3,513,9,Promising
808,11975030.0,2.0,14845.0,5,2,2,522,9,Promising
809,,,15662.0,,,2,---,2,No Basket History
810,12177251.0,4.0,8606.0,5,4,1,541,10,Loyal Visitors
811,8340273.0,5.0,116366.0,2,4,5,245,11,High Spenders
812,10619650.0,2.0,58166.0,4,2,5,425,11,High Spenders
813,2191486.0,1.0,15088.0,1,1,2,112,4,Hibernating
814,9784645.0,3.0,14672.0,3,3,2,332,8,Need Attention
815,12029697.0,3.0,10549.0,5,3,1,531,9,Promising
816,2140569.0,1.0,9486.0,1,1,1,111,3,Hibernating
817,,,58392.0,,,5,---,5,No Basket History
818,1993775.0,1.0,30091.0,1,1,4,114,6,Hibernating
819,6675043.0,2.0,31846.0,2,2,4,224,8,At Risk
820,11107576.0,1.0,21043.0,4,1,3,413,8,Promising
821,,,30684.0,,,4,---,4,No Basket History
822,,,14807.0,,,2,---,2,No Basket History
823,11683476.0,10.0,17955.0,5,5,3,553,13,Champions
824,9743329.0,7.0,29746.0,3,5,4,354,12,High Spenders
826,9896707.0,17.0,17106.0,3,5,2,352,10,Loyal Visitors
827,,,12930.0,,,1,---,1,No Basket History
830,12097298.0,1.0,6409.0,5,1,1,511,7,Promising
831,11124694.0,3.0,30773.0,4,3,4,434,11,High Spenders
832,5281999.0,2.0,14208.0,1,2,2,122,5,Hibernating
833,,,20545.0,,,3,---,3,No Basket History
834,,,34092.0,,,5,---,5,No Basket History
835,4935473.0,1.0,17536.0,1,1,2,112,4,Hibernating
836,1346467.0,1.0,20732.0,1,1,3,113,5,Hibernating
837,2886181.0,1.0,16663.0,1,1,2,112,4,Hibernating
838,8867544.0,2.0,13409.0,3,2,2,322,7,At Risk
839,12115906.0,7.0,14179.0,5,5,2,552,12,Loyal Visitors
840,4182569.0,1.0,11921.0,1,1,1,111,3,Hibernating
842,11958235.0,2.0,24888.0,5,2,4,524,11,High Spenders
843,5323780.0,2.0,25834.0,1,2,4,124,7,At Risk
844,11096181.0,3.0,17225.0,4,3,2,432,9,Promising
845,11522855.0,8.0,15808.0,5,5,2,552,12,Loyal Visitors
846,8754827.0,2.0,11807.0,2,2,1,221,5,Hibernating
847,11844651.0,11.0,14732.0,5,5,2,552,12,Loyal Visitors
848,5440551.0,7.0,18703.0,1,5,3,153,9,Need Attention
849,10411004.0,2.0,22999.0,4,2,3,423,9,Promising
851,10545767.0,17.0,11322.0,4,5,1,451,10,Loyal Visitors
852,11258674.0,2.0,39928.0,4,2,5,425,11,High Spenders
853,12086259.0,5.0,44469.0,5,4,5,545,14,Champions
854,6629004.0,5.0,28850.0,2,4,4,244,10,High Spenders
855,,,26828.0,,,4,---,4,No Basket History
856,189077.0,1.0,19621.0,1,1,3,113,5,Hibernating
857,,,19376.0,,,3,---,3,No Basket History
859,11576279.0,5.0,13952.0,5,4,2,542,11,Loyal Visitors
860,4002222.0,1.0,20315.0,1,1,3,113,5,Hibernating
862,11191769.0,3.0,50862.0,4,3,5,435,12,High Spenders
863,10918286.0,5.0,21222.0,4,4,3,443,11,Loyal Visitors
864,11943472.0,4.0,13764.0,5,4,2,542,11,Loyal Visitors
865,11635784.0,8.0,18181.0,5,5,3,553,13,Champions
866,11354356.0,7.0,24983.0,4,5,4,454,13,Champions
867,3755747.0,1.0,19072.0,1,1,3,113,5,Hibernating
868,11128775.0,2.0,18207.0,4,2,3,423,9,Promising
870,8820894.0,1.0,10546.0,3,1,1,311,5,Hibernating
873,10540449.0,2.0,15251.0,4,2,2,422,8,Promising
874,8997199.0,1.0,23714.0,3,1,4,314,8,At Risk
875,12144362.0,2.0,18118.0,5,2,3,523,10,Loyal Visitors
876,9895033.0,13.0,12811.0,3,5,1,351,9,Need Attention
878,5281341.0,2.0,9618.0,1,2,1,121,4,Hibernating
879,9976015.0,3.0,14983.0,3,3,2,332,8,Need Attention
880,5958682.0,1.0,14668.0,1,1,2,112,4,Hibernating
881,,,29614.0,,,4,---,4,No Basket History
883,1120832.0,1.0,15987.0,1,1,2,112,4,Hibernating
884,11383275.0,7.0,33853.0,4,5,5,455,14,Champions
886,11895531.0,5.0,32615.0,5,4,5,545,14,Champions
887,10060940.0,2.0,23842.0,3,2,4,324,9,At Risk
889,3688620.0,2.0,29153.0,1,2,4,124,7,At Risk
890,11973282.0,1.0,13649.0,5,1,2,512,8,Promising
891,11843555.0,4.0,18379.0,5,4,3,543,12,Loyal Visitors
893,9199093.0,3.0,9884.0,3,3,1,331,7,Need Attention
894,,,14337.0,,,2,---,2,No Basket History
896,10690289.0,2.0,25104.0,4,2,4,424,10,High Spenders
897,11287922.0,5.0,29450.0,4,4,4,444,12,High Spenders
898,12048286.0,2.0,11088.0,5,2,1,521,8,Promising
899,,,20860.0,,,3,---,3,No Basket History
900,11053984.0,2.0,16973.0,4,2,2,422,8,Promising
901,7911877.0,1.0,17145.0,2,1,2,212,5,Hibernating
902,11680340.0,4.0,67732.0,5,4,5,545,14,Champions
903,7794993.0,2.0,60879.0,2,2,5,225,9,At Risk
904,9446973.0,2.0,40026.0,3,2,5,325,10,High Spenders
905,7450404.0,4.0,29738.0,2,4,4,244,10,High Spenders
906,7358816.0,2.0,19327.0,2,2,3,223,7,At Risk
907,,,21600.0,,,3,---,3,No Basket History
908,12107591.0,5.0,32195.0,5,4,5,545,14,Champions
909,2636098.0,1.0,19651.0,1,1,3,113,5,Hibernating
910,8245361.0,2.0,21110.0,2,2,3,223,7,At Risk
911,9495910.0,2.0,53298.0,3,2,5,325,10,High Spenders
913,10179351.0,1.0,39241.0,3,1,5,315,9,At Risk
914,8070954.0,2.0,33820.0,2,2,5,225,9,At Risk
916,11698204.0,3.0,42613.0,5,3,5,535,13,Champions
917,,,22641.0,,,3,---,3,No Basket History
918,9456218.0,5.0,25954.0,3,4,4,344,11,High Spenders
919,11990191.0,8.0,22487.0,5,5,3,553,13,Champions
920,3942478.0,1.0,28147.0,1,1,4,114,6,Hibernating
921,4833018.0,3.0,14759.0,1,3,2,132,6,Hibernating
922,8951351.0,3.0,57547.0,3,3,5,335,11,High Spenders
923,11712063.0,5.0,44679.0,5,4,5,545,14,Champions
924,,,11717.0,,,1,---,1,No Basket History
925,10840102.0,1.0,17804.0,4,1,3,413,8,Promising
926,6702330.0,1.0,12223.0,2,1,1,211,4,Hibernating
927,5790009.0,1.0,20415.0,1,1,3,113,5,Hibernating
928,12228473.0,2.0,13589.0,5,2,2,522,9,Promising
929,,,3305.0,,,1,---,1,No Basket History
930,6116908.0,2.0,13124.0,2,2,1,221,5,Hibernating
931,8349988.0,2.0,18544.0,2,2,3,223,7,At Risk
933,2765382.0,2.0,19456.0,1,2,3,123,6,Hibernating
934,11034760.0,1.0,30250.0,4,1,4,414,9,Promising
935,6515825.0,1.0,28245.0,2,1,4,214,7,At Risk
936,3032895.0,1.0,29766.0,1,1,4,114,6,Hibernating
937,10349540.0,6.0,36512.0,3,5,5,355,13,Champions
938,6793413.0,2.0,38614.0,2,2,5,225,9,At Risk
939,8152506.0,2.0,21097.0,2,2,3,223,7,At Risk
940,11609915.0,2.0,19210.0,5,2,3,523,10,Loyal Visitors
941,9149020.0,6.0,16092.0,3,5,2,352,10,Loyal Visitors
942,10019036.0,1.0,33783.0,3,1,5,315,9,At Risk
944,11832492.0,9.0,18439.0,5,5,3,553,13,Champions
945,3440165.0,2.0,28421.0,1,2,4,124,7,At Risk
946,10400764.0,2.0,16425.0,4,2,2,422,8,Promising
947,11644010.0,5.0,37188.0,5,4,5,545,14,Champions
948,12056552.0,6.0,13240.0,5,5,1,551,11,Loyal Visitors
950,11467916.0,5.0,57901.0,5,4,5,545,14,Champions
951,,,11579.0,,,1,---,1,No Basket History
953,9870528.0,2.0,15809.0,3,2,2,322,7,At Risk
954,9574867.0,5.0,14501.0,3,4,2,342,9,Need Attention
955,10914424.0,2.0,18262.0,4,2,3,423,9,Promising
956,11189268.0,5.0,8046.0,4,4,1,441,9,Promising
957,8906420.0,5.0,54338.0,3,4,5,345,12,High Spenders
958,10484738.0,2.0,31662.0,4,2,4,424,10,High Spenders
960,10363811.0,4.0,17801.0,3,4,3,343,10,Loyal Visitors
962,,,8365.0,,,1,---,1,No Basket History
963,12173185.0,2.0,16995.0,5,2,2,522,9,Promising
964,10890637.0,5.0,43480.0,4,4,5,445,13,Champions
965,11783883.0,2.0,25019.0,5,2,4,524,11,High Spenders
966,6223005.0,1.0,13284.0,2,1,1,211,4,Hibernating
967,10660213.0,5.0,23354.0,4,4,4,444,12,High Spenders
968,8863945.0,3.0,18826.0,3,3,3,333,9,Need Attention
969,10271957.0,1.0,25161.0,3,1,4,314,8,At Risk
970,5970823.0,2.0,18645.0,1,2,3,123,6,Hibernating
973,4681724.0,2.0,24324.0,1,2,4,124,7,At Risk
974,11704794.0,8.0,20293.0,5,5,3,553,13,Champions
975,636539.0,1.0,13248.0,1,1,1,111,3,Hibernating
977,9201521.0,4.0,25442.0,3,4,4,344,11,High Spenders
978,11998188.0,8.0,21317.0,5,5,3,553,13,Champions
979,2744245.0,1.0,32323.0,1,1,5,115,7,At Risk
980,11433554.0,5.0,14785.0,4,4,2,442,10,Loyal Visitors
981,8196801.0,5.0,12952.0,2,4,1,241,7,Need Attention
982,6118059.0,3.0,33912.0,2,3,5,235,10,High Spenders
983,11016118.0,12.0,13049.0,4,5,1,451,10,Loyal Visitors
986,8829086.0,7.0,15388.0,3,5,2,352,10,Loyal Visitors
989,,,11773.0,,,1,---,1,No Basket History
990,10107766.0,2.0,14466.0,3,2,2,322,7,At Risk
991,12240738.0,6.0,26149.0,5,5,4,554,14,Champions
992,4155855.0,1.0,35342.0,1,1,5,115,7,At Risk
993,8192528.0,4.0,17679.0,2,4,3,243,9,Need Attention
994,10899770.0,3.0,68715.0,4,3,5,435,12,High Spenders
996,4591246.0,1.0,23499.0,1,1,4,114,6,Hibernating
997,5840471.0,4.0,16909.0,1,4,2,142,7,Need Attention
998,9967817.0,2.0,7099.0,3,2,1,321,6,Hibernating
999,,,38249.0,,,5,---,5,No Basket History
1000,12162800.0,8.0,11737.0,5,5,1,551,11,Loyal Visitors
1001,11812542.0,4.0,19259.0,5,4,3,543,12,Loyal Visitors
1002,11231278.0,3.0,20339.0,4,3,3,433,10,Loyal Visitors
1003,1643643.0,1.0,59920.0,1,1,5,115,7,At Risk
1004,8343820.0,4.0,28748.0,2,4,4,244,10,High Spenders
1007,11729380.0,7.0,9376.0,5,5,1,551,11,Loyal Visitors
1008,1408856.0,1.0,20105.0,1,1,3,113,5,Hibernating
1009,,,13821.0,,,2,---,2,No Basket History
1011,11286554.0,3.0,14810.0,4,3,2,432,9,Promising
1014,,,10029.0,,,1,---,1,No Basket History
1015,11752215.0,1.0,14945.0,5,1,2,512,8,Promising
1016,8992924.0,3.0,31660.0,3,3,4,334,10,High Spenders
1018,11281212.0,3.0,11154.0,4,3,1,431,8,Promising
1019,4330563.0,1.0,17431.0,1,1,2,112,4,Hibernating
1021,12226779.0,6.0,16319.0,5,5,2,552,12,Loyal Visitors
1022,11196341.0,3.0,16992.0,4,3,2,432,9,Promising
1023,9429145.0,7.0,42104.0,3,5,5,355,13,Champions
1024,7257361.0,4.0,30752.0,2,4,4,244,10,High Spenders
1025,11733351.0,5.0,49534.0,5,4,5,545,14,Champions
1026,11137006.0,6.0,23268.0,4,5,4,454,13,Champions
1027,5825849.0,1.0,65214.0,1,1,5,115,7,At Risk
1028,,,19740.0,,,3,---,3,No Basket History
1029,10857965.0,2.0,16995.0,4,2,2,422,8,Promising
1030,10537785.0,1.0,42281.0,4,1,5,415,10,High Spenders
1031,311194.0,1.0,20171.0,1,1,3,113,5,Hibernating
1032,12076634.0,6.0,11941.0,5,5,1,551,11,Loyal Visitors
1033,7770252.0,2.0,15384.0,2,2,2,222,6,Hibernating
1034,7781638.0,3.0,17953.0,2,3,3,233,8,Need Attention
1035,11401595.0,7.0,9994.0,4,5,1,451,10,Loyal Visitors
1038,1295718.0,1.0,23531.0,1,1,4,114,6,Hibernating
1039,6993940.0,3.0,22523.0,2,3,3,233,8,Need Attention
1040,7869274.0,4.0,39963.0,2,4,5,245,11,High Spenders
1041,8511755.0,3.0,18150.0,2,3,3,233,8,Need Attention
1042,3943596.0,2.0,49005.0,1,2,5,125,8,At Risk
1043,11873391.0,4.0,20134.0,5,4,3,543,12,Loyal Visitors
1044,12083145.0,6.0,27427.0,5,5,4,554,14,Champions
1045,,,13079.0,,,1,---,1,No Basket History
1046,11156385.0,2.0,76887.0,4,2,5,425,11,High Spenders
1048,12005466.0,7.0,14249.0,5,5,2,552,12,Loyal Visitors
1049,11912907.0,6.0,18325.0,5,5,3,553,13,Champions
1050,4352053.0,2.0,20390.0,1,2,3,123,6,Hibernating
1051,8889978.0,11.0,29888.0,3,5,4,354,12,High Spenders
1052,9160417.0,6.0,19460.0,3,5,3,353,11,Loyal Visitors
1055,8160508.0,3.0,31396.0,2,3,4,234,9,Need Attention
1058,9718772.0,3.0,6831.0,3,3,1,331,7,Need Attention
1060,6991235.0,6.0,52509.0,2,5,5,255,12,High Spenders
1061,746286.0,1.0,20946.0,1,1,3,113,5,Hibernating
1063,12095326.0,7.0,11063.0,5,5,1,551,11,Loyal Visitors
1064,11903200.0,3.0,33810.0,5,3,5,535,13,Champions
1065,2365508.0,1.0,19192.0,1,1,3,113,5,Hibernating
1066,10832963.0,11.0,21054.0,4,5,3,453,12,Loyal Visitors
1067,10454627.0,1.0,22586.0,4,1,3,413,8,Promising
1068,,,17764.0,,,3,---,3,No Basket History
1069,5149600.0,1.0,13348.0,1,1,1,111,3,Hibernating
1071,10624309.0,5.0,34966.0,4,4,5,445,13,Champions
1072,9178388.0,2.0,32525.0,3,2,5,325,10,High Spenders
1073,10706651.0,6.0,40877.0,4,5,5,455,14,Champions
1074,11934015.0,4.0,45292.0,5,4,5,545,14,Champions
1075,6819110.0,2.0,43153.0,2,2,5,225,9,At Risk
1076,4470368.0,2.0,41701.0,1,2,5,125,8,At Risk
1077,1404966.0,1.0,68596.0,1,1,5,115,7,At Risk
1078,5340935.0,1.0,27824.0,1,1,4,114,6,Hibernating
1079,8270678.0,1.0,12323.0,2,1,1,211,4,Hibernating
1080,11135637.0,3.0,18576.0,4,3,3,433,10,Loyal Visitors
1082,980107.0,1.0,36376.0,1,1,5,115,7,At Risk
1083,,,34787.0,,,5,---,5,No Basket History
1084,8977970.0,7.0,15189.0,3,5,2,352,10,Loyal Visitors
1085,9991648.0,5.0,10955.0,3,4,1,341,8,Need Attention
1086,10258345.0,2.0,22046.0,3,2,3,323,8,At Risk
1087,11587287.0,2.0,22528.0,5,2,3,523,10,Loyal Visitors
1088,8500844.0,2.0,16973.0,2,2,2,222,6,Hibernating
1089,,,43005.0,,,5,---,5,No Basket History
1090,,,22959.0,,,3,---,3,No Basket History
1091,,,26963.0,,,4,---,4,No Basket History
